ISODISTORT
SUITE
HELP
ISODISTORT: modes details
Parent structure (221 Pm-3m)
a=3.92037, b=3.92037, c=3.92037, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ   
Pb1  1a     0.00000   0.00000   0.00000   1.00000
Ti1  1b     0.50000   0.50000   0.50000   1.00000
O1   3c     0.00000   0.50000   0.50000   1.00000

Subgroup details
1 P1, basis={(16,-16,0),(1,1,0),(0,0,1)}, origin=(-3.00192,2.00192,0), s=32, i=1536

Undistorted superstructure 
a=88.70785, b=5.54424, c=3.92037, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ      displ  
O61   0.89075  0.75000  0.50000  0.0000  0.0000  0.0000 
O31   0.92200  0.25000  0.50000  0.0000  0.0000  0.0000 
O63   0.95325  0.75000  0.50000  0.0000  0.0000  0.0000 
O1    0.98450  0.25000  0.50000  0.0000  0.0000  0.0000 
O33   0.01574  0.75000  0.50000  0.0000  0.0000  0.0000 
O3    0.04700  0.25000  0.50000  0.0000  0.0000  0.0000 
O35   0.07824  0.75000  0.50000  0.0000  0.0000  0.0000 
O5    0.10949  0.25000  0.50000  0.0000  0.0000  0.0000 
O85   0.15637  0.00000  0.00000  0.0000  1.0000  0.0000 
O71   0.18762  0.50000  0.00000  0.0000 -0.3827  0.0000 
O87   0.21887  0.00000  0.00000  0.0000 -0.7071  0.0000 
O73   0.25012  0.50000  0.00000  0.0000  0.9239  0.0000 
O89   0.28137  0.00000  0.00000  0.0000  0.0000  0.0000 
O75   0.31262  0.50000  0.00000  0.0000 -0.9239  0.0000 
O91   0.34387  0.00000  0.00000  0.0000  0.7071  0.0000 
O77   0.37512  0.50000  0.00000  0.0000  0.3827  0.0000 
O93   0.40637  0.00000  0.00000  0.0000 -1.0000  0.0000 
O79   0.43762  0.50000  0.00000  0.0000  0.3827  0.0000 
O95   0.46887  0.00000  0.00000  0.0000  0.7071  0.0000 
O66   0.50012  0.50000  0.00000  0.0000 -0.9239  0.0000 
O82   0.53137  0.00000  0.00000  0.0000 -0.0000  0.0000 
O68   0.56262  0.50000  0.00000  0.0000  0.9239  0.0000 
O84   0.59387  0.00000  0.00000  0.0000 -0.7071  0.0000 
O70   0.62512  0.50000  0.00000  0.0000 -0.3827  0.0000 
O86   0.65637  0.00000  0.00000  0.0000  1.0000  0.0000 
O72   0.68762  0.50000  0.00000  0.0000 -0.3827  0.0000 
O88   0.71887  0.00000  0.00000  0.0000 -0.7071  0.0000 
O74   0.75012  0.50000  0.00000  0.0000  0.9239  0.0000 
O90   0.78137  0.00000  0.00000  0.0000 -0.0000  0.0000 
O76   0.81262  0.50000  0.00000  0.0000 -0.9239  0.0000 
O92   0.84387  0.00000  0.00000  0.0000  0.7071  0.0000 
O78   0.87512  0.50000  0.00000  0.0000  0.3827  0.0000 
O94   0.90637  0.00000  0.00000  0.0000 -1.0000  0.0000 
O80   0.93762  0.50000  0.00000  0.0000  0.3827  0.0000 
O96   0.96887  0.00000  0.00000  0.0000  0.7071  0.0000 
O65   0.00012  0.50000  0.00000  0.0000 -0.9239  0.0000 
O81   0.03137  0.00000  0.00000  0.0000  0.0000  0.0000 
O67   0.06262  0.50000  0.00000  0.0000  0.9239  0.0000 
O83   0.09387  0.00000  0.00000  0.0000 -0.7071  0.0000 
O69   0.12512  0.50000  0.00000  0.0000 -0.3827  0.0000 
O24   0.17200  0.75000  0.50000  0.0000  0.0000  0.0000 
O56   0.20325  0.25000  0.50000  0.0000  0.0000  0.0000 
O26   0.23450  0.75000  0.50000  0.0000  0.0000  0.0000 
O58   0.26575  0.25000  0.50000  0.0000  0.0000  0.0000 
O28   0.29700  0.75000  0.50000  0.0000  0.0000  0.0000 
O60   0.32825  0.25000  0.50000  0.0000  0.0000  0.0000 
O30   0.35950  0.75000  0.50000  0.0000  0.0000  0.0000 
O62   0.39075  0.25000  0.50000  0.0000  0.0000  0.0000 
O32   0.42200  0.75000  0.50000  0.0000  0.0000  0.0000 
O64   0.45325  0.25000  0.50000  0.0000  0.0000  0.0000 
O2    0.48450  0.75000  0.50000  0.0000  0.0000  0.0000 
O34   0.51575  0.25000  0.50000  0.0000  0.0000  0.0000 
O4    0.54700  0.75000  0.50000  0.0000  0.0000  0.0000 
O36   0.57825  0.25000  0.50000  0.0000  0.0000  0.0000 
O6    0.60950  0.75000  0.50000  0.0000  0.0000  0.0000 
O38   0.64075  0.25000  0.50000  0.0000  0.0000  0.0000 
O8    0.67200  0.75000  0.50000  0.0000  0.0000  0.0000 
O40   0.70325  0.25000  0.50000  0.0000  0.0000  0.0000 
O10   0.73450  0.75000  0.50000  0.0000  0.0000  0.0000 
O42   0.76575  0.25000  0.50000  0.0000  0.0000  0.0000 
O12   0.79700  0.75000  0.50000  0.0000  0.0000  0.0000 
O44   0.82825  0.25000  0.50000  0.0000  0.0000  0.0000 
O14   0.85950  0.75000  0.50000  0.0000  0.0000  0.0000 
O46   0.89075  0.25000  0.50000  0.0000  0.0000  0.0000 
O16   0.92200  0.75000  0.50000  0.0000  0.0000  0.0000 
O48   0.95325  0.25000  0.50000  0.0000  0.0000  0.0000 
O18   0.98450  0.75000  0.50000  0.0000  0.0000  0.0000 
O50   0.01574  0.25000  0.50000  0.0000  0.0000  0.0000 
O20   0.04700  0.75000  0.50000  0.0000  0.0000  0.0000 
O52   0.07824  0.25000  0.50000  0.0000  0.0000  0.0000 
O22   0.10949  0.75000  0.50000  0.0000  0.0000  0.0000 
O54   0.14075  0.25000  0.50000  0.0000  0.0000  0.0000 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[Pb1:a:dsp]T1u(a) normfactor =  0.06377
Pb7   0.15637  0.50000  0.00000  0.0000  0.0000 -1.0000 
Pb23  0.18762  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb9   0.21887  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb25  0.25012  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb11  0.28137  0.50000  0.00000  0.0000  0.0000 -0.0000 
Pb27  0.31262  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb13  0.34387  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb29  0.37512  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb15  0.40637  0.50000  0.00000  0.0000  0.0000  1.0000 
Pb31  0.43762  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb2   0.46887  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb18  0.50012  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb4   0.53137  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb20  0.56262  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb6   0.59387  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb22  0.62512  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb8   0.65637  0.50000  0.00000  0.0000  0.0000 -1.0000 
Pb24  0.68762  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb10  0.71887  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb26  0.75012  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb12  0.78137  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb28  0.81262  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb14  0.84387  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb30  0.87512  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb16  0.90637  0.50000  0.00000  0.0000  0.0000  1.0000 
Pb32  0.93762  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb1   0.96887  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb17  0.00012  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb3   0.03137  0.50000  0.00000  0.0000  0.0000 -0.0000 
Pb19  0.06262  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb5   0.09387  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb21  0.12512  0.00000  0.00000  0.0000  0.0000  0.3827 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[Pb1:a:dsp]T1u(b) normfactor =  0.06377
Pb7   0.15637  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb23  0.18762  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb9   0.21887  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb25  0.25012  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb11  0.28137  0.50000  0.00000  0.0000  0.0000  1.0000 
Pb27  0.31262  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb13  0.34387  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb29  0.37512  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb15  0.40637  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb31  0.43762  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb2   0.46887  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb18  0.50012  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb4   0.53137  0.50000  0.00000  0.0000  0.0000 -1.0000 
Pb20  0.56262  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb6   0.59387  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb22  0.62512  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb8   0.65637  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb24  0.68762  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb10  0.71887  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb26  0.75012  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb12  0.78137  0.50000  0.00000  0.0000  0.0000  1.0000 
Pb28  0.81262  0.00000  0.00000  0.0000  0.0000 -0.3827 
Pb14  0.84387  0.50000  0.00000  0.0000  0.0000 -0.7071 
Pb30  0.87512  0.00000  0.00000  0.0000  0.0000  0.9239 
Pb16  0.90637  0.50000  0.00000  0.0000  0.0000  0.0000 
Pb32  0.93762  0.00000  0.00000  0.0000  0.0000 -0.9239 
Pb1   0.96887  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb17  0.00012  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb3   0.03137  0.50000  0.00000  0.0000  0.0000 -1.0000 
Pb19  0.06262  0.00000  0.00000  0.0000  0.0000  0.3827 
Pb5   0.09387  0.50000  0.00000  0.0000  0.0000  0.7071 
Pb21  0.12512  0.00000  0.00000  0.0000  0.0000 -0.9239 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[Ti1:b:dsp]T1u(a) normfactor =  0.06377
Ti21  0.15637  0.00000  0.50000  0.0000  0.0000  1.0000 
Ti7   0.18762  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti23  0.21887  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti9   0.25012  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti25  0.28137  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti11  0.31262  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti27  0.34387  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti13  0.37512  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti29  0.40637  0.00000  0.50000  0.0000  0.0000 -1.0000 
Ti15  0.43762  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti31  0.46887  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti2   0.50012  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti18  0.53137  0.00000  0.50000  0.0000  0.0000 -0.0000 
Ti4   0.56262  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti20  0.59387  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti6   0.62512  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti22  0.65637  0.00000  0.50000  0.0000  0.0000  1.0000 
Ti8   0.68762  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti24  0.71887  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti10  0.75012  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti26  0.78137  0.00000  0.50000  0.0000  0.0000 -0.0000 
Ti12  0.81262  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti28  0.84387  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti14  0.87512  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti30  0.90637  0.00000  0.50000  0.0000  0.0000 -1.0000 
Ti16  0.93762  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti32  0.96887  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti1   0.00012  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti17  0.03137  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti3   0.06262  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti19  0.09387  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti5   0.12512  0.50000  0.50000  0.0000  0.0000 -0.3827 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[Ti1:b:dsp]T1u(b) normfactor =  0.06377
Ti21  0.15637  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti7   0.18762  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti23  0.21887  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti9   0.25012  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti25  0.28137  0.00000  0.50000  0.0000  0.0000 -1.0000 
Ti11  0.31262  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti27  0.34387  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti13  0.37512  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti29  0.40637  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti15  0.43762  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti31  0.46887  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti2   0.50012  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti18  0.53137  0.00000  0.50000  0.0000  0.0000  1.0000 
Ti4   0.56262  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti20  0.59387  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti6   0.62512  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti22  0.65637  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti8   0.68762  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti24  0.71887  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti10  0.75012  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti26  0.78137  0.00000  0.50000  0.0000  0.0000 -1.0000 
Ti12  0.81262  0.50000  0.50000  0.0000  0.0000  0.3827 
Ti28  0.84387  0.00000  0.50000  0.0000  0.0000  0.7071 
Ti14  0.87512  0.50000  0.50000  0.0000  0.0000 -0.9239 
Ti30  0.90637  0.00000  0.50000  0.0000  0.0000  0.0000 
Ti16  0.93762  0.50000  0.50000  0.0000  0.0000  0.9239 
Ti32  0.96887  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti1   0.00012  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti17  0.03137  0.00000  0.50000  0.0000  0.0000  1.0000 
Ti3   0.06262  0.50000  0.50000  0.0000  0.0000 -0.3827 
Ti19  0.09387  0.00000  0.50000  0.0000  0.0000 -0.7071 
Ti5   0.12512  0.50000  0.50000  0.0000  0.0000  0.9239 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[O1:c:dsp]A2u(a) normfactor =  0.06377
O37   0.14075  0.75000  0.50000  0.0000  0.0000  0.0000 
O7    0.17200  0.25000  0.50000  0.0000  0.0000  0.0000 
O39   0.20325  0.75000  0.50000  0.0000  0.0000  0.0000 
O9    0.23450  0.25000  0.50000  0.0000  0.0000  0.0000 
O41   0.26575  0.75000  0.50000  0.0000  0.0000  0.0000 
O11   0.29700  0.25000  0.50000  0.0000  0.0000  0.0000 
O43   0.32825  0.75000  0.50000  0.0000  0.0000  0.0000 
O13   0.35950  0.25000  0.50000  0.0000  0.0000  0.0000 
O45   0.39075  0.75000  0.50000  0.0000  0.0000  0.0000 
O15   0.42200  0.25000  0.50000  0.0000  0.0000  0.0000 
O47   0.45325  0.75000  0.50000  0.0000  0.0000  0.0000 
O17   0.48450  0.25000  0.50000  0.0000  0.0000  0.0000 
O49   0.51575  0.75000  0.50000  0.0000  0.0000  0.0000 
O19   0.54700  0.25000  0.50000  0.0000  0.0000  0.0000 
O51   0.57825  0.75000  0.50000  0.0000  0.0000  0.0000 
O21   0.60950  0.25000  0.50000  0.0000  0.0000  0.0000 
O53   0.64075  0.75000  0.50000  0.0000  0.0000  0.0000 
O23   0.67200  0.25000  0.50000  0.0000  0.0000  0.0000 
O55   0.70325  0.75000  0.50000  0.0000  0.0000  0.0000 
O25   0.73450  0.25000  0.50000  0.0000  0.0000  0.0000 
O57   0.76575  0.75000  0.50000  0.0000  0.0000  0.0000 
O27   0.79700  0.25000  0.50000  0.0000  0.0000  0.0000 
O59   0.82825  0.75000  0.50000  0.0000  0.0000  0.0000 
O29   0.85950  0.25000  0.50000  0.0000  0.0000  0.0000 
O61   0.89075  0.75000  0.50000  0.0000  0.0000  0.0000 
O31   0.92200  0.25000  0.50000  0.0000  0.0000  0.0000 
O63   0.95325  0.75000  0.50000  0.0000  0.0000  0.0000 
O1    0.98450  0.25000  0.50000  0.0000  0.0000  0.0000 
O33   0.01574  0.75000  0.50000  0.0000  0.0000  0.0000 
O3    0.04700  0.25000  0.50000  0.0000  0.0000  0.0000 
O35   0.07824  0.75000  0.50000  0.0000  0.0000  0.0000 
O5    0.10949  0.25000  0.50000  0.0000  0.0000  0.0000 
O85   0.15637  0.00000  0.00000  0.0000  0.0000  1.0000 
O71   0.18762  0.50000  0.00000  0.0000  0.0000 -0.3827 
O87   0.21887  0.00000  0.00000  0.0000  0.0000 -0.7071 
O73   0.25012  0.50000  0.00000  0.0000  0.0000  0.9239 
O89   0.28137  0.00000  0.00000  0.0000  0.0000  0.0000 
O75   0.31262  0.50000  0.00000  0.0000  0.0000 -0.9239 
O91   0.34387  0.00000  0.00000  0.0000  0.0000  0.7071 
O77   0.37512  0.50000  0.00000  0.0000  0.0000  0.3827 
O93   0.40637  0.00000  0.00000  0.0000  0.0000 -1.0000 
O79   0.43762  0.50000  0.00000  0.0000  0.0000  0.3827 
O95   0.46887  0.00000  0.00000  0.0000  0.0000  0.7071 
O66   0.50012  0.50000  0.00000  0.0000  0.0000 -0.9239 
O82   0.53137  0.00000  0.00000  0.0000  0.0000 -0.0000 
O68   0.56262  0.50000  0.00000  0.0000  0.0000  0.9239 
O84   0.59387  0.00000  0.00000  0.0000  0.0000 -0.7071 
O70   0.62512  0.50000  0.00000  0.0000  0.0000 -0.3827 
O86   0.65637  0.00000  0.00000  0.0000  0.0000  1.0000 
O72   0.68762  0.50000  0.00000  0.0000  0.0000 -0.3827 
O88   0.71887  0.00000  0.00000  0.0000  0.0000 -0.7071 
O74   0.75012  0.50000  0.00000  0.0000  0.0000  0.9239 
O90   0.78137  0.00000  0.00000  0.0000  0.0000 -0.0000 
O76   0.81262  0.50000  0.00000  0.0000  0.0000 -0.9239 
O92   0.84387  0.00000  0.00000  0.0000  0.0000  0.7071 
O78   0.87512  0.50000  0.00000  0.0000  0.0000  0.3827 
O94   0.90637  0.00000  0.00000  0.0000  0.0000 -1.0000 
O80   0.93762  0.50000  0.00000  0.0000  0.0000  0.3827 
O96   0.96887  0.00000  0.00000  0.0000  0.0000  0.7071 
O65   0.00012  0.50000  0.00000  0.0000  0.0000 -0.9239 
O81   0.03137  0.00000  0.00000  0.0000  0.0000  0.0000 
O67   0.06262  0.50000  0.00000  0.0000  0.0000  0.9239 
O83   0.09387  0.00000  0.00000  0.0000  0.0000 -0.7071 
O69   0.12512  0.50000  0.00000  0.0000  0.0000 -0.3827 
O24   0.17200  0.75000  0.50000  0.0000  0.0000  0.0000 
O56   0.20325  0.25000  0.50000  0.0000  0.0000  0.0000 
O26   0.23450  0.75000  0.50000  0.0000  0.0000  0.0000 
O58   0.26575  0.25000  0.50000  0.0000  0.0000  0.0000 
O28   0.29700  0.75000  0.50000  0.0000  0.0000  0.0000 
O60   0.32825  0.25000  0.50000  0.0000  0.0000  0.0000 
O30   0.35950  0.75000  0.50000  0.0000  0.0000  0.0000 
O62   0.39075  0.25000  0.50000  0.0000  0.0000  0.0000 
O32   0.42200  0.75000  0.50000  0.0000  0.0000  0.0000 
O64   0.45325  0.25000  0.50000  0.0000  0.0000  0.0000 
O2    0.48450  0.75000  0.50000  0.0000  0.0000  0.0000 
O34   0.51575  0.25000  0.50000  0.0000  0.0000  0.0000 
O4    0.54700  0.75000  0.50000  0.0000  0.0000  0.0000 
O36   0.57825  0.25000  0.50000  0.0000  0.0000  0.0000 
O6    0.60950  0.75000  0.50000  0.0000  0.0000  0.0000 
O38   0.64075  0.25000  0.50000  0.0000  0.0000  0.0000 
O8    0.67200  0.75000  0.50000  0.0000  0.0000  0.0000 
O40   0.70325  0.25000  0.50000  0.0000  0.0000  0.0000 
O10   0.73450  0.75000  0.50000  0.0000  0.0000  0.0000 
O42   0.76575  0.25000  0.50000  0.0000  0.0000  0.0000 
O12   0.79700  0.75000  0.50000  0.0000  0.0000  0.0000 
O44   0.82825  0.25000  0.50000  0.0000  0.0000  0.0000 
O14   0.85950  0.75000  0.50000  0.0000  0.0000  0.0000 
O46   0.89075  0.25000  0.50000  0.0000  0.0000  0.0000 
O16   0.92200  0.75000  0.50000  0.0000  0.0000  0.0000 
O48   0.95325  0.25000  0.50000  0.0000  0.0000  0.0000 
O18   0.98450  0.75000  0.50000  0.0000  0.0000  0.0000 
O50   0.01574  0.25000  0.50000  0.0000  0.0000  0.0000 
O20   0.04700  0.75000  0.50000  0.0000  0.0000  0.0000 
O52   0.07824  0.25000  0.50000  0.0000  0.0000  0.0000 
O22   0.10949  0.75000  0.50000  0.0000  0.0000  0.0000 
O54   0.14075  0.25000  0.50000  0.0000  0.0000  0.0000 

Pm-3m[5/16,5/16,0]SM3(0,0;a,b;0,0;0,0;0,0;0,0)[O1:c:dsp]A2u(b) normfactor =  0.06377
O37   0.14075  0.75000  0.50000  0.0000  0.0000  0.0000 
O7    0.17200  0.25000  0.50000  0.0000  0.0000  0.0000 
O39   0.20325  0.75000  0.50000  0.0000  0.0000  0.0000 
O9    0.23450  0.25000  0.50000  0.0000  0.0000  0.0000 
O41   0.26575  0.75000  0.50000  0.0000  0.0000  0.0000 
O11   0.29700  0.25000  0.50000  0.0000  0.0000  0.0000 
O43   0.32825  0.75000  0.50000  0.0000  0.0000  0.0000 
O13   0.35950  0.25000  0.50000  0.0000  0.0000  0.0000 
O45   0.39075  0.75000  0.50000  0.0000  0.0000  0.0000 
O15   0.42200  0.25000  0.50000  0.0000  0.0000  0.0000 
O47   0.45325  0.75000  0.50000  0.0000  0.0000  0.0000 
O17   0.48450  0.25000  0.50000  0.0000  0.0000  0.0000 
O49   0.51575  0.75000  0.50000  0.0000  0.0000  0.0000 
O19   0.54700  0.25000  0.50000  0.0000  0.0000  0.0000 
O51   0.57825  0.75000  0.50000  0.0000  0.0000  0.0000 
O21   0.60950  0.25000  0.50000  0.0000  0.0000  0.0000 
O53   0.64075  0.75000  0.50000  0.0000  0.0000  0.0000 
O23   0.67200  0.25000  0.50000  0.0000  0.0000  0.0000 
O55   0.70325  0.75000  0.50000  0.0000  0.0000  0.0000 
O25   0.73450  0.25000  0.50000  0.0000  0.0000  0.0000 
O57   0.76575  0.75000  0.50000  0.0000  0.0000  0.0000 
O27   0.79700  0.25000  0.50000  0.0000  0.0000  0.0000 
O59   0.82825  0.75000  0.50000  0.0000  0.0000  0.0000 
O29   0.85950  0.25000  0.50000  0.0000  0.0000  0.0000 
O61   0.89075  0.75000  0.50000  0.0000  0.0000  0.0000 
O31   0.92200  0.25000  0.50000  0.0000  0.0000  0.0000 
O63   0.95325  0.75000  0.50000  0.0000  0.0000  0.0000 
O1    0.98450  0.25000  0.50000  0.0000  0.0000  0.0000 
O33   0.01574  0.75000  0.50000  0.0000  0.0000  0.0000 
O3    0.04700  0.25000  0.50000  0.0000  0.0000  0.0000 
O35   0.07824  0.75000  0.50000  0.0000  0.0000  0.0000 
O5    0.10949  0.25000  0.50000  0.0000  0.0000  0.0000 
O85   0.15637  0.00000  0.00000  0.0000  0.0000  0.0000 
O71   0.18762  0.50000  0.00000  0.0000  0.0000 -0.9239 
O87   0.21887  0.00000  0.00000  0.0000  0.0000  0.7071 
O73   0.25012  0.50000  0.00000  0.0000  0.0000  0.3827 
O89   0.28137  0.00000  0.00000  0.0000  0.0000 -1.0000 
O75   0.31262  0.50000  0.00000  0.0000  0.0000  0.3827 
O91   0.34387  0.00000  0.00000  0.0000  0.0000  0.7071 
O77   0.37512  0.50000  0.00000  0.0000  0.0000 -0.9239 
O93   0.40637  0.00000  0.00000  0.0000  0.0000  0.0000 
O79   0.43762  0.50000  0.00000  0.0000  0.0000  0.9239 
O95   0.46887  0.00000  0.00000  0.0000  0.0000 -0.7071 
O66   0.50012  0.50000  0.00000  0.0000  0.0000 -0.3827 
O82   0.53137  0.00000  0.00000  0.0000  0.0000  1.0000 
O68   0.56262  0.50000  0.00000  0.0000  0.0000 -0.3827 
O84   0.59387  0.00000  0.00000  0.0000  0.0000 -0.7071 
O70   0.62512  0.50000  0.00000  0.0000  0.0000  0.9239 
O86   0.65637  0.00000  0.00000  0.0000  0.0000  0.0000 
O72   0.68762  0.50000  0.00000  0.0000  0.0000 -0.9239 
O88   0.71887  0.00000  0.00000  0.0000  0.0000  0.7071 
O74   0.75012  0.50000  0.00000  0.0000  0.0000  0.3827 
O90   0.78137  0.00000  0.00000  0.0000  0.0000 -1.0000 
O76   0.81262  0.50000  0.00000  0.0000  0.0000  0.3827 
O92   0.84387  0.00000  0.00000  0.0000  0.0000  0.7071 
O78   0.87512  0.50000  0.00000  0.0000  0.0000 -0.9239 
O94   0.90637  0.00000  0.00000  0.0000  0.0000  0.0000 
O80   0.93762  0.50000  0.00000  0.0000  0.0000  0.9239 
O96   0.96887  0.00000  0.00000  0.0000  0.0000 -0.7071 
O65   0.00012  0.50000  0.00000  0.0000  0.0000 -0.3827 
O81   0.03137  0.00000  0.00000  0.0000  0.0000  1.0000 
O67   0.06262  0.50000  0.00000  0.0000  0.0000 -0.3827 
O83   0.09387  0.00000  0.00000  0.0000  0.0000 -0.7071 
O69   0.12512  0.50000  0.00000  0.0000  0.0000  0.9239 
O24   0.17200  0.75000  0.50000  0.0000  0.0000  0.0000 
O56   0.20325  0.25000  0.50000  0.0000  0.0000  0.0000 
O26   0.23450  0.75000  0.50000  0.0000  0.0000  0.0000 
O58   0.26575  0.25000  0.50000  0.0000  0.0000  0.0000 
O28   0.29700  0.75000  0.50000  0.0000  0.0000  0.0000 
O60   0.32825  0.25000  0.50000  0.0000  0.0000  0.0000 
O30   0.35950  0.75000  0.50000  0.0000  0.0000  0.0000 
O62   0.39075  0.25000  0.50000  0.0000  0.0000  0.0000 
O32   0.42200  0.75000  0.50000  0.0000  0.0000  0.0000 
O64   0.45325  0.25000  0.50000  0.0000  0.0000  0.0000 
O2    0.48450  0.75000  0.50000  0.0000  0.0000  0.0000 
O34   0.51575  0.25000  0.50000  0.0000  0.0000  0.0000 
O4    0.54700  0.75000  0.50000  0.0000  0.0000  0.0000 
O36   0.57825  0.25000  0.50000  0.0000  0.0000  0.0000 
